8.076214994629429711e+00,2.308786965785670553e+00,-7.071998736207364189e+00,-9.009273479244400917e+00,-5.624292879519394717e+00,6.260578502795014266e+00,2.569468552461938726e-01,6.660035006624347886e+00
-4.730994664467414346e+00,-1.576214440327636135e+00,1.263236628899460179e+01,8.064410327994057326e+00,-3.462753694091938783e+00,-9.771548041018091268e+00,-1.514108064945565105e-04,-1.430373784732971165e+00
-7.745965609112338335e+00,1.416134646850312784e+01,-2.490756688438070743e+00,3.786388018944973101e-03,3.507538994247767938e+00,9.463283785037791773e+00,-8.035814970149402825e+00,-1.828584784825115772e+00
2.788198960864044285e+00,-1.692595865115479725e+01,-5.803034442050454267e+00,5.492973988438964561e+00,-1.650033555923560824e+00,3.249309319276397101e+00,4.146485036777816546e+00,6.019597725020513046e+00
2.722803985637142432e+00,8.725738152746160381e+00,-5.026846772701818900e+00,-6.507515918274583200e+00,1.108849339115310428e+01,-1.193757092400002229e+01,4.596223087356507975e+00,-1.950131162611822289e+00
-2.052933435318375466e+00,-4.132892849707851646e+00,1.854445325245685838e+00,-8.825841615963231357e-01,1.586974973921877030e+00,1.203887534367398437e+01,-2.845907451354509732e+00,-5.123677261075125777e+00
5.654041953791344000e+00,3.378378528405399539e+00,4.235904196957343437e+00,-1.163171756949051838e+00,-2.388989423776874954e+00,-3.951816226972169055e+00,-1.271008935476344348e+01,7.260808624058403993e+00
-5.644257555451888564e+00,2.045479539360169685e+00,-5.385660500241199244e+00,6.704876673700847611e+00,-4.654983861714939941e+00,-6.147509824524028943e-01,1.746731905873477331e+01,-1.738830931377670419e+00
1.945285098938027035e+00,-5.123271425134879209e+00,6.646654393336152822e+00,-5.508742081487042697e+00,3.851274970504845019e+00,9.409652217205742630e+00,-7.679959522919731219e-02,-1.079499746002943894e+01
-4.375634636954466750e+00,5.666804630026881506e-01,4.480246290089277217e+00,-1.030742623795510227e+01,-8.851847097713958501e-01,-4.530257326404087515e+00,4.858622638618181000e+00,1.371035619410507600e+01
2.801793771006472422e+00,6.160954564892016982e+00,-4.820809881617707404e+00,1.293953663006728583e+01,-1.052144196828625589e+01,7.025732340057395664e-01,-4.785173000272625821e+00,-9.161752316643287930e-01
-1.140571531184663701e-01,-1.026047564861830130e+00,-3.823132307631269544e+00,5.529827124114013337e+00,1.549440643960177688e+01,-7.103615068022628432e-01,3.775538501712163431e+00,-3.901750437305633756e+00
4.839625005634891064e-01,-7.205498404611940799e-01,5.856229432794486378e-01,-3.477838041990310991e-01,-7.924886633290959548e-01,-6.717956042508286263e-01,-6.848798033772349747e-01,-4.814269282960172980e-01
